timestep	p0x	p0y	p0z	plx	ply	plz	ree
831900	-4.521765615	-4.294705379	10.20197805	-3.611776609	-3.775685276	10.60385822	1.122038114
832000	-4.597743422	-4.042295861	10.65500662	-3.663618388	-3.38133543	10.78766518	1.151979412
832100	-4.477868271	-3.72151955	11.90112008	-4.004029754	-3.91234346	10.83225524	1.184655544
832200	-4.46075754	-3.60733226	11.68576615	-4.279476002	-4.359564074	10.76069575	1.206014492
832300	-4.193036934	-3.515136448	11.67011575	-4.309753697	-4.238734447	10.72753456	1.194016822
832400	-4.70234762	-3.781246351	11.74877069	-4.309689895	-3.842248857	10.65235095	1.16620651
832500	-4.949034914	-3.904493175	11.32181779	-4.356332865	-3.74270466	10.3554723	1.145117832
832600	-5.621911262	-3.501493095	10.61957282	-4.538373097	-3.617405961	10.89111326	1.123042721
832700	-5.788180224	-3.234495376	10.26533744	-4.99458278	-2.56049932	10.55226047	1.079996487
832800	-5.754783967	-2.285917015	10.57416616	-4.761349619	-2.484314066	10.15738808	1.095434687
832900	-5.691043096	-1.878882107	10.61599086	-4.83122636	-2.590783979	10.54863275	1.118314003
833000	-5.8822656	-1.953615169	11.05336127	-4.867697365	-2.345300575	10.91380941	1.096467456
833100	-5.18885061	-1.885106172	11.79045227	-4.384314334	-1.920282047	11.07110855	1.079801536
833200	-5.615143832	-2.47950662	11.50593256	-4.565527985	-2.510367017	11.13234604	1.114545953
833300	-5.855820917	-2.487885542	11.16559411	-4.967886159	-3.09737615	11.55749179	1.146076229
833400	-5.821684124	-2.762074263	11.67748875	-5.865780193	-3.613582506	10.83901007	1.195850008
833500	-6.45225193	-3.610858921	11.82614101	-6.120808082	-3.626404523	10.67762734	1.195483309
833600	-6.595171926	-3.982347892	11.60054257	-5.608548883	-4.20391826	10.94778009	1.203585191
833700	-6.202212407	-4.59659865	11.31443508	-5.00439349	-4.730467335	11.27108187	1.206055754
833800	-5.604561532	-4.516684043	11.09826182	-4.518606178	-4.968959128	10.83325371	1.205852844
833900	-5.40619965	-4.823848247	11.19366443	-4.397821472	-4.798554478	10.54720601	1.198071288
834000	-4.803826002	-5.211803551	10.95673647	-3.702627423	-4.79206871	11.09279306	1.186308157
834100	-4.387167924	-5.176186819	9.989624347	-3.606337084	-4.763619424	10.7843463	1.188062135
834200	-3.488345701	-4.18371118	9.601311473	-3.706509306	-4.189291571	10.7684903	1.18740596
834300	-4.079018285	-4.006165338	9.852030363	-3.4979016	-3.686540823	10.83392787	1.184896259
834400	-4.066475975	-3.690875887	9.803821348	-3.338644181	-3.437292458	10.7314842	1.206068837
834500	-3.574474229	-3.65690169	9.731176553	-3.262375408	-2.878219231	10.57967758	1.193191536
834600	-3.272949108	-3.488147182	9.447515583	-2.796828305	-3.162042424	10.50420585	1.204005673
834700	-2.987269216	-3.02604475	9.664398807	-2.45324256	-3.066082656	10.73928082	1.200899179
834800	-2.878224919	-3.080754418	9.852791583	-2.27521849	-2.754258906	10.83145326	1.194987346
834900	-2.656425563	-3.297627553	10.02395784	-2.3364115	-2.601925834	10.92974727	1.186113141
835000	-2.564424992	-3.432429361	10.08130541	-2.434570166	-2.693664632	10.99799015	1.184460432
835100	-2.60589516	-3.517303675	10.25164412	-2.598405494	-2.678002541	11.09845794	1.192298672
835200	-2.615526703	-3.438797037	10.43650458	-2.821457859	-2.515596208	11.16404033	1.193321281
835300	-2.787094847	-3.438123129	10.70981109	-3.061354286	-2.368288428	11.11295756	1.175708979
835400	-2.91196232	-3.413852406	11.05812125	-2.801339374	-2.260158871	11.19911656	1.167529822
835500	-2.51338207	-3.151752207	11.17786302	-2.553348237	-2.001342099	11.02871429	1.16072652
835600	-2.78762377	-2.942624571	11.49845273	-2.765120158	-1.985535739	10.8496286	1.15650257
835700	-3.213116093	-2.690809858	11.89653644	-3.192191885	-1.737718883	11.28043842	1.13507577
835800	-3.81176124	-1.991143926	12.21706477	-3.192987439	-1.271580345	11.66714013	1.09684542
835900	-4.508785003	-0.8632695681	12.00278883	-3.765551061	-1.02071176	11.23830173	1.077787202
836000	-4.721360402	-1.279900099	11.79969429	-4.809299526	-0.7684935314	10.86191675	1.071772679
836100	-4.353978163	-1.681297864	11.40828923	-5.241822703	-1.227701036	11.00562922	1.075245598
836200	-4.331772815	-1.611357101	11.20531228	-5.033852351	-1.024851161	10.59489539	1.099778921
836300	-4.424129895	-1.339213883	10.70814626	-5.427558954	-0.8022454951	10.65975955	1.139098855
836400	-5.235646869	-1.034055755	10.97181218	-6.140628694	-0.403498852	10.59894662	1.164312172
836500	-5.637078976	-0.5397720725	11.34685038	-6.318968137	-0.1396546966	10.49197548	1.164421676
836600	-5.84916141	-0.2082871304	11.34195764	-6.396045746	0.02619035718	10.33107866	1.173004043
836700	-6.689567999	0.09763371559	10.95310056	-6.341295312	0.6189669741	9.940554919	1.190936983
836800	-6.952909351	0.1158266058	10.17603051	-5.792544529	0.3720662655	9.991413955	1.2025758
836900	-6.243328406	-0.699872838	10.74338188	-5.856875969	-0.313249604	9.713333624	1.166114243
837000	-5.687031333	-0.683932281	10.44697455	-5.987111106	-1.01979504	9.401275794	1.138568204
837100	-5.486471186	-0.9988669829	10.51308644	-5.457117184	-1.340513052	9.440852714	1.125730363
837200	-5.852369654	-1.11620176	10.70120651	-5.164273549	-1.220304243	9.833029265	1.11267484
837300	-6.229297687	-1.039513817	10.61458966	-5.25021431	-1.041793647	10.04897786	1.130719313
837400	-6.282642483	-1.309134011	10.61395805	-5.397182189	-1.044083843	10.04126739	1.08732061
837500	-6.331003176	-1.786696669	10.48485116	-5.44708286	-1.189365294	10.17503213	1.110904014
837600	-6.494367354	-2.0719037	10.43470373	-5.681279744	-1.304601287	10.47188955	1.118591633
837700	-6.433708716	-2.217373354	10.48556608	-5.69496857	-1.388890511	10.58993916	1.114905631
837800	-6.601948174	-2.343439951	10.7968026	-5.709380967	-1.717659144	10.56519147	1.11441534
837900	-6.634563447	-2.576154995	10.66831588	-5.6425901	-2.095201433	10.51758244	1.112676062
838000	-6.727544351	-2.587566699	10.43063635	-5.667681996	-2.33577727	10.70760958	1.124019703
838100	-6.864097674	-2.750353005	10.72831688	-5.783223558	-2.525895217	10.95188671	1.12634525
838200	-6.346143003	-2.041431356	11.22742511	-5.54417589	-2.653200328	10.79320873	1.09816046
838300	-5.87681774	-1.59021517	10.29697329	-5.809200852	-2.584400921	10.67632031	1.066246461
838400	-5.331789	-1.781739687	9.847026594	-5.235592893	-2.337195984	10.77572081	1.086396952
838500	-5.659753342	-2.369061848	9.752288897	-4.976444235	-2.018324255	10.56588632	1.118869499
838600	-5.650532854	-2.630182881	9.944114004	-4.75975388	-1.996718955	10.20932422	1.124766723
838700	-5.417534931	-2.034305014	9.602797875	-4.54386299	-2.359879244	10.26522385	1.143726107
838800	-4.851102348	-1.563300939	9.562669441	-4.288406595	-2.587179844	9.694515179	1.175728635
838900	-4.616720781	-1.688921726	9.107001433	-3.864104031	-2.61582578	9.073968261	1.194434716
839000	-4.214933526	-2.188092307	8.354744123	-3.209099087	-2.197436606	9.009697916	1.200314419
839100	-4.274119133	-1.782093543	8.047352668	-3.335358574	-2.041823318	8.746360222	1.198892198
839200	-4.597616769	-2.366977755	7.828017543	-3.741089241	-1.971962108	8.574614084	1.202947697
839300	-4.772628734	-2.107767799	7.379975102	-4.623200479	-1.570160536	8.447444038	1.204508324
839400	-4.444440041	-2.007898862	7.765627312	-4.779804651	-1.011698245	8.310894985	1.184146075
839500	-4.471830652	-1.919305171	7.755783444	-4.088846063	-1.106151533	8.499346692	1.166525755
839600	-4.471971189	-1.359543719	7.641545757	-3.541105706	-1.023836683	8.265959488	1.170086437
839700	-4.471895969	-0.9870335739	7.308937956	-3.730716509	-0.8410470854	8.230830276	1.191865972
839800	-4.320637472	-1.084023351	7.450817742	-3.654669936	-0.395086489	8.130147344	1.174578846
839900	-4.366659571	-0.7599640374	7.604052985	-3.298667111	-0.3297248133	7.474340999	1.158679802
840000	-4.003538214	0.135890216	7.518372774	-3.316197256	-0.6901311273	7.21121581	1.117628853
840100	-3.535151639	0.00859897414	7.169202885	-3.208979076	-0.9490219073	7.608786515	1.103023147
840200	-4.244824854	-1.043648726	6.885536108	-3.450963388	-1.387538204	7.572983068	1.10501553
840300	-4.419159811	-1.566108917	6.933852735	-3.354021392	-1.396895378	6.98233076	1.079584732
840400	-4.012327427	-1.6511151	7.013074215	-3.021278217	-1.326853482	7.233255565	1.065741038
840500	-3.485468695	-1.846254893	6.973175583	-2.535270657	-1.384827479	7.137942808	1.06908363
840600	-3.357396832	-1.606010181	6.65901219	-2.435831285	-2.111536736	6.863600881	1.070839245
840700	-3.137859847	-1.647026704	6.879896539	-3.098335628	-2.474020128	7.56288466	1.073290763
840800	-3.588385965	-1.808924409	6.947641446	-2.967897147	-2.347821381	7.658155637	1.086391612
840900	-3.949635509	-2.316011759	7.269801304	-2.951908441	-2.756964085	7.222620641	1.091844436
841000	-4.032721966	-3.04889174	7.850898428	-3.03100907	-2.985220616	7.39951436	1.100559091
841100	-4.314763323	-3.415131953	8.490738085	-3.338068373	-3.259878402	7.996011361	1.105798906
841200	-4.330031717	-2.804890858	9.284635095	-3.679528406	-2.935534762	8.396102812	1.108923805
841300	-4.130450408	-2.008203432	9.470358849	-3.833343853	-2.934617447	8.878037161	1.139017214
841400	-4.025780474	-1.91632075	9.744073609	-3.623830288	-3.000826125	9.783683626	1.157274735
841500	-4.173732908	-2.154645202	10.31316273	-3.089183709	-2.619099754	10.18701399	1.186540559
841600	-3.15968182	-1.371559377	10.86785635	-3.094688814	-2.481253563	10.48601231	1.175351072
841700	-2.560945774	-1.251483426	10.35401225	-2.867139264	-2.081065418	11.15000988	1.189778536
841800	-2.50443143	-0.888552642	10.96582194	-2.257191531	-1.907079328	11.56553223	1.207549837
841900	-2.614452829	-0.6402777305	10.7925126	-1.936211802	-1.636676688	10.82630555	1.205804186
842000	-1.98278717	-0.4760523759	10.49156326	-2.191650855	-1.608379011	10.14514693	1.202410879
842100	-1.416754738	-0.4878821913	10.29798292	-2.185543275	-1.394311482	10.20823824	1.191932876
842200	-1.929921341	-0.3639398809	9.909690408	-1.698649833	-1.368489275	10.49332833	1.184583986
842300	-1.902935316	-0.4606356933	10.00545694	-1.404904404	-0.4228582295	11.07122777	1.177000167
842400	-2.204693476	-0.2951029632	10.76548395	-1.358026125	-0.0202031753	11.50968983	1.160283537
842500	-2.438411564	0.124471914	11.51007304	-1.387884243	-0.326027803	11.59107486	1.145914021
842600	-2.572998504	-0.4155026036	12.07505016	-1.797694445	-0.2381406093	11.26011045	1.138718749
842700	-2.64190971	-0.3169600358	11.86140047	-1.784302872	-0.3872424842	11.15882252	1.110875729
842800	-2.191589481	0.2865011597	11.59951635	-2.165500837	-0.4251704055	10.76712355	1.095461005
842900	-1.823114304	0.3314567261	11.89782785	-2.517051802	-0.007430987761	11.14525088	1.078316385
843000	-1.507177582	0.3973410063	12.05567783	-2.404128226	0.4621850193	11.47198416	1.072111699
843100	-1.581344789	0.5698363752	11.7046187	-1.982831288	0.8849951522	10.76558886	1.068781317
843200	-1.516314029	0.7137277689	11.19620675	-1.825902369	0.9427427305	10.19847771	1.069465304
843300	-1.728785935	1.262270171	10.89950347	-1.667474189	0.9445238855	9.861038129	1.087718756
843400	-2.235041293	1.912544268	10.53038078	-1.789895633	1.044169547	10.03180699	1.095812544
843500	-2.735102318	2.305824496	10.49611483	-2.454352596	1.245046823	10.35182717	1.106746857
843600	-3.149846117	2.091795767	10.77365816	-2.921444614	1.367720353	9.950083426	1.12014633
843700	-3.643690258	2.247292737	10.5810165	-3.576887555	1.710152	9.584806921	1.133762014
843800	-3.922401912	1.943299327	10.41299459	-4.240793747	1.998545268	9.319894325	1.13986563
843900	-4.058276882	1.365429825	9.895412392	-4.450822163	2.191419003	9.218326416	1.137890741
844000	-4.073946205	1.579664047	9.561530851	-4.669014719	2.332081086	8.936397907	1.145001806
844100	-4.022031547	2.277501053	9.041675061	-5.11850867	1.894726394	9.225262394	1.1757903
844200	-4.618917826	2.060885591	9.245820847	-5.332493683	1.093741465	9.21132577	1.202392687
844300	-5.329076622	1.532197098	9.852019533	-5.112403112	0.8296089747	8.899490038	1.203282976
844400	-5.165304969	0.8065602227	10.12937485	-4.711525153	0.7498994587	9.020772002	1.199219259
844500	-5.279199252	1.063725256	9.749833834	-4.761446963	0.5708559914	8.794696525	1.193010823
844600	-5.110135724	1.537525387	8.888423367	-4.617278307	0.5571973778	8.408409747	1.19764958
844700	-4.783210776	1.764056885	8.375027255	-4.54496473	0.6217260402	8.648183867	1.198455453
844800	-4.079972748	1.450746695	8.638458797	-4.771378908	0.4956885116	8.558605696	1.181759336
844900	-3.749074685	1.076502502	9.196910112	-4.517068323	0.8697507994	8.371090493	1.14653327
845000	-3.952522542	0.9376739016	8.955648055	-3.852577797	1.102542306	7.867036829	1.105551873
845100	-4.316676252	1.223813976	9.223287098	-4.340717525	1.240617381	8.153896334	1.069792944
845200	-4.935158691	1.218593839	8.794921028	-5.352076581	0.9497149276	7.847560024	1.069396684
845300	-5.656314439	1.118429076	9.045549667	-5.958048441	1.138343227	8.019700822	1.069488585
845400	-6.039551873	1.621767172	9.000808363	-6.390390578	1.509186199	7.991823703	1.07415656
845500	-6.095361539	1.977410056	8.310098431	-7.01065893	1.646471439	7.848129509	1.077360185
845600	-6.263845082	1.487633665	8.212364104	-6.969993277	2.230263261	7.725726874	1.134442499
845700	-6.229200669	2.0496576	8.426759157	-6.584704049	1.412230999	7.488971554	1.188335354
845800	-6.690440917	2.03247678	8.328188599	-6.787736764	0.9904381826	7.793927691	1.175051335
845900	-6.619428614	1.476010404	8.865253225	-6.330773075	0.7382177303	8.028337942	1.152426674
846000	-6.331626742	1.164653016	9.017476157	-6.794903084	0.4514031897	8.245280741	1.148754127
846100	-6.707948272	1.627495821	8.573018314	-7.412233773	0.6857183224	8.51601841	1.177375009
846200	-6.612418034	1.150975029	8.449422134	-7.69603838	1.134974267	7.948782638	1.193787663
846300	-6.830846276	0.6896672551	8.601603244	-7.552989462	1.375855944	7.948791511	1.191011694
846400	-7.156057377	0.7176502622	8.511527087	-7.440980428	1.358444126	7.581427305	1.164853435
846500	-7.304969754	1.109662824	8.142345293	-7.483586343	1.936788788	7.328833143	1.173815686
846600	-6.586129494	1.726643897	7.354854069	-7.792400666	1.713551763	7.320665362	1.206826588
846700	-6.952649982	1.032766664	7.289412716	-7.6993164	1.759183943	6.71451202	1.189833439
846800	-7.289972007	1.014578283	7.194584847	-6.993803992	0.9949050723	6.063510826	1.16937204
846900	-7.162237455	0.9384382961	6.685558306	-7.042035746	0.6613966098	5.560370711	1.16500973
847000	-7.175524343	0.7810267271	6.309138364	-6.721865721	0.6581480409	5.221076647	1.18523568
847100	-7.167879846	0.6016994867	6.074812993	-6.152760471	1.128000822	5.814474794	1.172704745
847200	-5.830465567	0.1414944801	6.05171303	-5.600903978	1.188765548	6.339075389	1.10997853
847300	-5.816109054	-0.5828115578	6.130878286	-4.897295321	-0.1099539714	5.851732738	1.070390213
847400	-5.696442321	-0.2133503148	6.287498077	-4.876024497	-0.1326309448	5.6064793	1.069293036
847500	-5.843846103	0.06009161631	6.482325917	-5.125262643	-0.2209883425	5.737351883	1.072545777
847600	-5.922858491	0.3859332505	6.793071864	-5.131909205	-0.3336613686	6.696092718	1.073695554
847700	-5.18917081	0.0456579854	7.616070328	-4.789010577	-0.7570962095	7.008546542	1.083340971
847800	-5.807017152	-0.300358339	7.522254792	-4.692919789	-0.1620277482	7.718837804	1.139733814
847900	-5.181656502	-0.4161978502	7.204943612	-4.576397687	0.1644289549	7.976130309	1.139383448
848000	-5.250504783	-0.4688836805	7.274636486	-4.231693225	-0.2285993587	7.705377951	1.131923917
848100	-4.909343801	-0.6515108121	7.182443069	-3.991794732	-0.5941953014	7.777346334	1.095030253
848200	-5.044621078	-0.4602229148	7.529281875	-4.373910996	-1.216519432	8.004027389	1.116789926
848300	-4.310084977	-0.4356989424	8.396483567	-4.828505563	-1.47850379	8.394104578	1.164563229
848400	-4.804407713	-0.8946108437	9.211559601	-4.725227746	-2.039606646	8.970034412	1.172867968
848500	-5.075029425	-1.407068807	9.266679148	-4.712504899	-2.504917015	9.210624464	1.157513216
848600	-5.094351757	-1.856049066	9.356128204	-4.781440778	-2.800329664	8.756879028	1.161326269
848700	-4.851429986	-2.723873508	9.439052836	-4.833009565	-2.730651974	8.271131247	1.168086512
848800	-5.303120341	-2.425385933	9.027187168	-4.752793431	-2.747840853	8.032779013	1.181390901
848900	-5.443765925	-2.52075255	9.185024309	-5.156395896	-2.980468825	8.128185796	1.187782905
849000	-5.683728179	-3.24668617	9.344476513	-5.562984645	-3.290412425	8.163676728	1.187762232
849100	-6.130785631	-3.252923641	8.870560982	-5.58235984	-3.539126576	7.869308813	1.176940471
849200	-6.611058136	-3.066576312	8.390178202	-5.680969995	-3.42403	7.762625065	1.177565297
849300	-7.049905275	-3.349360587	7.287825121	-5.914450784	-3.272031095	7.640470554	1.191467814
849400	-7.314237673	-2.846169997	7.446580037	-6.177313022	-2.649979463	7.126701166	1.197251386
849500	-7.071579309	-3.324533574	7.156948765	-6.599510365	-2.290236182	6.79538092	1.193042954
849600	-7.233791828	-3.123836395	6.271155823	-6.543506532	-2.206851118	6.590940849	1.191477339
849700	-7.60363631	-2.407420159	6.397983533	-6.512288175	-1.897819006	6.317963428	1.207119424
849800	-7.15256866	-1.889066523	6.572038159	-6.269467482	-2.705287435	6.480124142	1.206039989
849900	-6.218593446	-2.173014169	7.277389733	-6.008981112	-3.032729498	6.473920649	1.19524489
850000	-5.626891988	-2.418506624	7.905498841	-5.64026932	-2.730143664	6.762196342	1.185089533
850100	-5.514797241	-2.821974395	8.254146666	-5.159940715	-2.415019941	7.200307606	1.184108039
850200	-5.027100557	-2.984170713	8.466936924	-4.584570479	-2.323396347	7.591723813	1.182562312
850300	-4.971261262	-2.430777504	8.149989446	-3.94201278	-1.986348665	8.232697057	1.124148558
850400	-4.368069132	-2.917667614	8.115693671	-5.01299037	-2.153766822	8.497199442	1.070053493
850500	-4.886484137	-2.937709471	8.314510655	-5.368157279	-2.025089464	8.037798868	1.068388369
850600	-5.162729324	-2.875275058	8.244084788	-5.228218811	-1.802933054	8.169564403	1.076921322
850700	-5.24851901	-2.571432924	8.855109917	-5.077210785	-1.543931425	8.552046576	1.084874752
850800	-4.655631684	-2.012632268	8.195837819	-5.430891924	-1.340384702	8.667903409	1.129509253
850900	-4.581276767	-2.09647981	8.430218014	-5.601349491	-1.572252972	8.135182938	1.184233016
851000	-5.319061234	-2.029489911	8.840003545	-4.915963598	-1.565167294	7.809486423	1.200020307
851100	-5.252546933	-1.919738914	8.958789281	-4.535031958	-1.08200892	8.477032661	1.203623166
851200	-4.78637859	-1.963455602	8.575886861	-4.918913914	-0.7762533188	8.682357267	1.199312645
851300	-5.244178363	-1.79719697	8.696159611	-4.62989696	-0.9297493071	8.174381677	1.184085851
851400	-5.215950872	-1.730124782	8.866214109	-4.520437016	-1.437366751	7.975280463	1.167565652
851500	-4.829017375	-1.73397546	8.621139262	-4.508241254	-1.183892111	7.640565144	1.169194001
851600	-4.903926149	-1.476108629	8.474713848	-4.49911843	-1.491058042	7.377326414	1.169765769
851700	-5.009087685	-1.576498002	7.885666108	-4.160521222	-1.23248293	7.172161769	1.160818614
851800	-4.674016725	-1.52020787	7.250588219	-3.892777269	-1.017314909	6.619681	1.123067378
851900	-4.832799189	-1.28883235	6.393896202	-4.447471127	-0.7857090434	7.254175261	1.068499338
852000	-4.598940433	-0.8637057608	6.206023234	-4.737943285	-1.026951944	7.262471224	1.077985837
852100	-4.861725316	-1.195733357	6.596096319	-4.614091128	-0.5103382699	7.394023026	1.080636918
852200	-4.809341364	-0.7019435694	6.771311204	-4.541249468	-0.273797145	7.739286127	1.091859916
852300	-5.003016818	-0.2530260536	6.535173312	-4.938914935	-0.3728150854	7.658408499	1.131422004
852400	-5.45599933	-0.3098021674	7.094325273	-5.086922404	-0.05470049707	8.179988525	1.174716705
852500	-5.015124806	-0.9525515684	7.588276263	-4.980236658	-0.3485920488	8.611040791	1.188289343
852600	-4.52561341	-0.8428601216	7.702499981	-4.718168528	-0.4681124017	8.820944964	1.195170492
852700	-4.799309632	-0.167447611	7.718989961	-4.083781184	-0.6066384452	8.587909792	1.208259584
852800	-4.954903756	-0.2118563202	8.207559734	-3.898271494	-0.7689479355	8.072227438	1.202138776
852900	-5.025805536	-0.6246402806	8.201260395	-3.859291922	-0.5176482626	8.069415711	1.178806313
853000	-4.700005718	-0.1797062368	8.307257841	-3.678651403	-0.7382942726	8.370675125	1.165850326
853100	-4.553798268	-0.2181954458	7.982679749	-3.752653245	-0.992794419	7.768692338	1.134736767
853200	-4.229315608	-0.4955925609	7.689691759	-3.243474565	-0.9790771974	7.511818417	1.112330383
853300	-4.326435992	-0.7203170079	7.688641591	-3.311895187	-0.7412861805	8.046210682	1.075912825
853400	-4.442056876	-0.6080002521	7.787408397	-3.741894681	-0.9842699881	8.498591666	1.066577543
853500	-4.578174584	-1.090668939	7.96261762	-3.882018547	-1.474251034	8.673376312	1.066276873
853600	-4.624387556	-1.425795852	8.489883835	-3.79415325	-1.456691593	9.219703416	1.105839126
853700	-4.880486492	-1.180964932	9.08264648	-3.931767171	-1.779990358	9.171994517	1.12555892
853800	-4.330256165	-1.472863075	9.368571637	-3.871846721	-2.473737575	9.054777288	1.144707769
853900	-4.685050984	-1.655231853	9.629437991	-4.395671992	-2.733122133	9.264603961	1.174176957
854000	-5.57327447	-1.803214116	9.251341018	-4.794504682	-2.645594248	9.613109328	1.202897743
854100	-5.658166628	-1.939357311	9.5413467	-4.999858227	-2.951649448	9.504184909	1.208092016
854200	-5.046609199	-2.720790234	10.33589791	-5.036076491	-3.081870906	9.188735015	1.202694014
854300	-4.421691237	-2.899571095	10.11785121	-4.605853817	-2.677314446	8.957101779	1.196099128
854400	-3.639684847	-2.963725165	10.29403606	-3.616435737	-2.935388343	9.140082735	1.154535304
854500	-3.700288769	-2.939565248	9.707582122	-2.708481393	-2.549969667	9.445720457	1.097286708
854600	-3.847643175	-3.12135914	9.440205236	-2.966766645	-2.601500139	9.806972173	1.086607026
854700	-3.843953204	-3.548159711	9.4123136	-3.072684192	-2.805156452	9.406450438	1.070954764
854800	-3.479945497	-2.995473496	9.712859475	-3.038022638	-2.325966569	8.994201836	1.077034884
854900	-3.998671949	-2.856450346	9.749609092	-3.121484634	-2.299567875	9.369507332	1.106369297
855000	-3.815334084	-2.680759537	9.015489637	-3.13762358	-2.306165466	9.86464582	1.149207756
855100	-3.361326773	-2.371810587	8.434225286	-3.411727698	-2.591612395	9.598364801	1.18577987
855200	-3.430752914	-2.309855885	8.163335453	-3.347702652	-2.998260028	9.152489943	1.207983532
855300	-3.749785852	-2.069173036	8.186883566	-3.567660487	-2.759168997	9.159309762	1.206182732
855400	-4.038160444	-2.169137388	8.229074698	-3.222743122	-2.216726164	9.091633359	1.187929941
855500	-4.045371779	-2.343602773	8.383867206	-2.923584944	-2.141066779	8.728722136	1.190945615
855600	-4.153800718	-2.101788973	8.297486708	-3.039786662	-2.014314884	8.665475988	1.176475731
855700	-4.165417383	-1.935313701	8.213033807	-3.230037945	-2.172658961	8.858099365	1.160765713
855800	-3.586439633	-2.177241214	8.171664417	-3.458417995	-2.258359583	9.291413797	1.12995947
855900	-3.438044511	-2.328407084	8.13403445	-3.672191587	-2.332645282	9.20058507	1.091958351
856000	-3.588810446	-2.162719223	8.341346503	-3.20432136	-2.169551497	9.343637283	1.073529387
856100	-3.628466492	-2.417093538	8.549252146	-2.882316841	-2.236052837	9.293535086	1.069332564
856200	-3.313962864	-2.835947003	8.809322657	-2.818170531	-1.920260286	8.536840229	1.076354437
856300	-2.46206305	-2.719142624	8.729102725	-2.897258294	-2.01735293	7.957557446	1.13012645
856400	-2.600142018	-2.267527474	8.754616762	-2.348896671	-2.161387135	7.610448551	1.176227397
856500	-3.107269015	-2.07055345	8.492931557	-2.0932816	-2.301652094	7.917216729	1.188707123
856600	-2.494363354	-2.525640485	8.09113658	-1.4092738	-2.01229271	8.138250306	1.201318019
856700	-2.176304537	-2.877155849	8.865472225	-1.807078603	-2.036272534	8.080324883	1.208250342
856800	-2.441585299	-2.954000495	8.81198423	-2.11748866	-2.039021624	8.122370784	1.190710574
856900	-2.597542056	-3.300924257	8.315216697	-2.033549026	-2.267127719	8.148628266	1.189359124
857000	-2.457873684	-3.836600816	8.578862398	-2.139601365	-2.734767282	8.320396542	1.17564408
857100	-2.842651347	-4.13531887	8.700233417	-2.164695858	-3.22902145	8.931715829	1.155241432
857200	-2.953975694	-3.65556819	8.844370935	-1.916163752	-3.970796916	8.89075516	1.085621607
857300	-3.38729487	-3.544469569	8.632689698	-2.430913922	-3.980855391	8.813947701	1.066748127
857400	-3.469573986	-3.375488008	8.524135621	-2.627868211	-4.017707855	8.793534299	1.09246995
857500	-3.578538307	-3.139324344	8.555711738	-2.835979498	-3.92570545	8.533302333	1.081799893
857600	-3.678263304	-3.003395621	8.583414154	-2.96070047	-3.73052893	8.249726684	1.074693723
857700	-3.707086929	-2.742217689	8.150562348	-2.949197633	-3.512633781	8.131686581	1.080876234
857800	-3.808512394	-2.339020213	7.797004576	-3.404134826	-3.365473434	7.92226337	1.110323015
857900	-3.996108439	-2.12665315	7.86650684	-3.489027933	-3.089693825	7.584958092	1.124209802
858000	-3.954889813	-2.073361243	7.959005299	-3.426297908	-2.932270625	7.520266676	1.099830126
858100	-3.894136257	-1.886472526	8.089726129	-3.699556937	-2.8778196	7.639587362	1.106008608
858200	-4.14012334	-2.085132503	8.152054331	-4.209619842	-2.727079296	7.23050996	1.125241963
858300	-4.479314518	-2.130764427	8.003761628	-4.539221973	-2.391979835	6.919486402	1.116904275
858400	-5.362286845	-2.342339613	8.149265481	-4.752096137	-2.624610791	7.18038489	1.179296111
858500	-4.9922207	-2.567380839	8.538264815	-4.678503389	-3.122663674	7.560827074	1.167108442
858600	-4.950784592	-2.744157238	8.576162949	-4.374289162	-3.659827216	8.132960752	1.169284686
858700	-4.934659244	-2.891105502	8.262087622	-4.228945596	-3.831534968	8.159577529	1.180232033
858800	-4.87749559	-2.839460019	8.099595305	-4.645764481	-3.915469809	7.66110551	1.184807864
858900	-4.719928755	-2.847206071	7.831840702	-4.888213465	-3.973121538	7.490354335	1.188536209
859000	-4.60326379	-3.042622042	7.992165025	-4.879407828	-4.062288056	7.432218717	1.195622925
859100	-4.595513476	-3.700001748	8.420225955	-4.905298278	-3.992506031	7.303985687	1.194787728
859200	-4.670665925	-4.730897084	8.69600202	-4.96674008	-4.071312365	7.733500333	1.203794586
859300	-5.075645056	-5.01364725	8.342132366	-5.037779881	-3.81996643	8.1610462	1.207932064
859400	-5.843138312	-4.644955594	8.021942608	-5.005254168	-3.876344437	8.39121574	1.195481324
859500	-6.60112495	-4.524440243	7.833134072	-5.460172684	-4.370286871	8.15609387	1.195758491
859600	-6.679766891	-4.479533859	7.121939129	-5.706980123	-4.087070335	7.692173365	1.193946731
859700	-7.196456859	-4.235674385	6.537392635	-6.264233489	-4.222156905	7.289500527	1.197868697
859800	-7.254300665	-3.70288573	6.492854208	-6.58409605	-4.405611733	7.165337267	1.18119919
859900	-8.016148827	-3.220241772	6.141108993	-7.033437553	-3.372505757	6.699188496	1.140332628
860000	-8.114998024	-2.731247499	6.069943285	-7.086713874	-2.511206631	5.753945517	1.098016788
860100	-7.375902903	-2.663220648	6.255011908	-7.175076291	-2.644919227	5.197574996	1.076493889
860200	-7.129186188	-3.19471329	6.230422224	-7.226703538	-2.821831116	5.233385275	1.06894033
